"宽客 (Quant),金融,金融数学,金融业",2014 年的时点，Quant 行业在国内的现状以及前景？,国内现在的量化交易，以及程序化交易做的比较好的公司有哪些？最好细致阐述下。比如哪个公司，哪个部门，分别研究的是什么。另外，在中国从事quant是这两年好的选择吗？要是有在华尔街工作的quant，还想问一下这个工作在华尔街的前景如何。
"金融学,金融,行为金融学",现在行为金融学领域最前沿的东西是什么？,之前看到一个问题：现在金融领域最前沿的东西是什么？ 下面的回答没有涉及到行为金融的，所以想请教一下知乎的各位。
"交易,金融,高频交易,量化交易,自营交易公司",如何评价 Virtu Financial 收购骑士资本(KCG)?," Virtu Financial, the high-speed market maker, has made an offer to acquire rival KCG Holdings at a time when trading firms have struggled in an environment of low volatility in financial markets. "
"投资,资本市场,经济学,人民币,汇率,中国经济,外汇,国际化,中国,金融,金融市场,人民币国际化",人民币国际化进程中有哪些具体政策细则？,请列出名称、时间及简要内容。 该问题可以跟踪更新最新进展。
"投资银行,银行,商业银行,资产管理",在资管业务上商业银行和投资银行各自的优势是什么？,从去年银监会给了商业银行大资管的资质，到现在也小一年了，商行的资管业务究竟发展如何，于投行相比又有怎样的优势和劣势呢？
"经济,房地产,商业,中国,洗钱",SOHO 中国洗黑钱事件是怎么回事？,
"私募股权（PE）,基金,金融,经济人物,英仕曼集团 (Man Group)",李亦非在现实中是一个怎样的人？为什么可以担任英仕曼集团 (Man Group) 中国区的主席？,感觉其背景跨度极大。。。 > 李亦非， 1977年获全国武术青少年组冠军，1985年毕业于外交学院国际法专业，后获美国德克萨斯州Baylor University国际关系硕士学位。曾在纽约联合国总部负责制作电视广播节目并担任主播，美国博雅公关公司中国区董事总经理，美国维亚康姆公司中国区首席代表和旗下MTV大中华区董事总经理及亚太区执行副总裁，连续四年入选《财富》杂志年度50位国际商界女强。2008年，任高雷GLG全球领先资产管理公司中…
"美国,经济,中国经济,第三次量化宽松 (QE3),美国联邦储备系统（美联储）",美联储宣布推出 QE3，这对中国经济会产生哪些影响？,相关链接：
"心理学,戏剧,表演",心理学是怎么看“体验派”和“方法派”表演体系中的“情绪记忆”元素的？,在“体验派”和“方法派”的表演体系中，“情绪记忆” (Affective Memory)是很重要的一个环节。他们的创始人在某个时间都曾强调，演员应当通过配套的“情绪记忆”的练习，调动内心曾经经历的过的一种与角色相似的情感，并将这种情感带入到表演过程中去，使得在表演角色时，经历与角色相似的内心情感。 我想请问的是，由于体验派和方法派的表演理论提出的都比较早（19世纪10年代到19世纪30年代），他们主要还是用的Ribot的理论。…
心理学,如何只用大脑记住全部 7 位客人的不同点菜，并且准确送到客人手中？,「首先在大脑中形成了每位顾客的图像，然后把每个客人的点菜和图像对应起来。这似乎是一种独特的技巧，它叫做Chunking（分块）」，能具体解释一下吗？
心理学,科尔伯格的道德阶段理论，后习俗水平很少人能达到，要达到后习俗水平的主要障碍和促进因素是什么呢？,"According to the Kohlberg's stage model of moral development, only a few of us can reach the ultimate developmental stage in the Post-Conventional reasoning with concerns about universal ethical principles. What would be the major barriers and facilitating factors to reach this stage?"
"心理学,心理",说一下你所了解的现代心理学新的发展动向？,80年代以来，你认为心理学有哪些地方值得重视？比如有哪些值得推荐的心理学学者，或者是值得推荐的心理学作品，或者是值得关注的心理学领域？
"认知科学,神经科学,脑科学,脑机接口,认知神经科学",加州大学 Brian Pasley 关于大脑解读 (Brain Decoder) 的发现真的有望实现「读心术」吗？,"原文：, 国内报道：, 如何通俗的理解这个发现呢？离实际应用还差多远？ 原理是基于在接受外界信息和自己默读时相同的声音频率在大脑中的解读位置是一样的？ 那如何实现从大脑到外界反向解读这一过程呢？ 还有对于不同语言的人来说，这个解读机制能达到普遍适用吗？"
"互联网,社交网络,产品经理,互联网产品,社会学,社会心理学",你对蒸发冷却效应怎么看？如何去防止这种现象发生？,"硅谷一名社交网络设计师在他的,中提出了这样一个有趣的现象：当新成员不断涌入一个开放社团时，社团中最有价值的成员会发现社团成员平均水平的降低让自己继续呆在这里已经没有意义了，于是他们就会选择离开。这批成员的离开进一步降低了社团的价值，于是恶性循环开始了：越来越多高价值的成员选择离开，直到有一天这个社团彻底的沦陷成了一个平庸的组织。 蒸发冷却这一现象点出了人类社交生活中很有趣的一个特点，而这一点，…"
"心理学,社会心理学",那些针对不同社会阶层存在的各类心理差异的研究，是加深了人们的刻板印象，还是有助于消除歧视？,"譬如 ,问题下提及的各个研究，它们所起到的作用是加深了人们的刻板印象，还是为消除差异、偏见起到了作用？"
"心理学,人机交互,交互设计,应用心理学,心理学职业发展",目前在国内学习工程心理学、人机交互等专业的实际就业体验如何？相关研究者与从业者需要具备哪些基本素养？,
"心理学,沟通技巧,人际交往,沟通,沟通方式",有哪些判断他人性格/沟通方式的框架？,
"心理学,实验心理学",心理学实验的被实验者们后来怎么样了？,比如华生的小艾尔伯特实验，小艾尔伯特在被人抱养后是否像正常的孩子一样成长？实验给他带来的影响（比如看到什么动物就害怕）后来有没有消除？ 又比如津巴多模拟监狱实验，大学生们后来是否有心理阴影？ 如果上面的都有影响的话，从社会伦理上讲试验的策划者是不是有过错或责任？
"心理学,精神病学,精神疾病诊断与统计手册（DSM）",美国 DSM（精神疾病诊断与统计手册）是依据什么进行修订的？,"比如，在注意缺陷、多动障碍方面，DSM-5 取消了DSM-4 中「通常在婴幼儿、儿童或青少年首次诊断的障碍」的判断依据。 在精神分裂症方面，DSM－5 比DSM－4 多加了一项要求：个体必须具备以下三类症状之一：妄想，幻觉，与言语紊乱。至少具备一个核心的“阳性症状”对于可靠的诊断精神分裂症是必要的。 , "
"投资银行,首次公开募股（IPO）,A股,中国证券公司",东方证券在业内是一家怎样的公司？为何这次 IPO 能吸引那么强烈的关注？,或成为 A 股三年半以来最大的IPO项目
"股票市场,金融,ETF",上证 50 ETF 的做市商具体的盈利模式是怎样的？,2.9日上交所宣布上证50etf期权正式上市。市场一片沸腾，各大机构纷相出面，讲述其对中国股市乃至金融市场的影响。其中，最为异口同声的观点莫过于券商股的重大利好，上证50标的将会上行。根据欧美亚太等相对成熟的市场数据，确实大概率是如此的结果。 但小弟有一个问题想要请教，既然都说期权市场的做市商——券商可以取得较好收益，那么他们又是具体如何盈利的？ 是赚取报价差？难道期权市场不能精确匹配供需？ 还是其他的一些…
"数据挖掘,宽客 (Quant),数据分析,华尔街,华尔街日报",在投行或券商当数据科学家 (Data Scientist) 是什么体验？,前几天看某公众号发表wall street 最新热门工作需求有数据科学家 所以有此疑问，一般这种职位被放在前中后哪个台 具体职能以及未来的职业路径怎么样 
"汇率,金融,港币,金融市场",港币的联系汇率制度能挺得过2015年下半年及以后的金融动荡吗？,中国大陆的经济状况不断恶化，香港银行业与中国大陆的关联程度很高，并且香港的贫富差距带来的社会问题越来越严重。 无论是索罗斯在建仓疑似对冲的恒指的Call option，还是港币的远期汇率走贬的情况，都能看出港币的联系汇率制度又重新被大家质疑。 今年与1997年的状况已大不同。尽管大陆的体量迅速变大，但大陆似乎已经自身难保。 那么港币在接下来的一两年中放弃联汇制度的可能性有多大？
"投资,首次公开募股（IPO）,股票,股票市场,IPO观察",如何两面性地评论 2014 年初的这次 IPO 重启？,考虑到IPO重启尚在进行中，随着时间的推移，更多的影响才会逐步浮出水面。但已经显露出的问题也一定值得我们评说，尤其是几乎一边倒的负面评价本身或许也是问题。 相信每个人都有各自的关注点，例如对于“老股转让比例”、“机构极大的网下配售比例”、“发行方自主决定配售方及数量”、“上市后持续一字板涨停”这些问题，我个人比较关注，可阅历所限却又不得其解。所以想听听大家的观点，即是交流也是学习。 那么大家是如何两…
